Index,Org,User,Timestamp,Protocol,TZ,Left force @ 0ms,Left force @ 50ms,Left force @ 100ms,Left force @ 150ms,Left force @ 200ms,Left force @ 250ms,Left force @ 300ms,Left peak force,Right force @ 0ms,Right force @ 50ms,Right force @ 100ms,Right force @ 150ms,Right force @ 200ms,Right force @ 250ms,Right force @ 300ms,Right peak force,Combined force @ 0ms,Combined force @ 50ms,Combined force @ 100ms,Combined force @ 150ms,Combined force @ 200ms,Combined force @ 250ms,Combined force @ 300ms,Combined peak force
551,Lucid,Calibration,08/06/2022 16:01,Calibration ,LHTZ,0.8,6.8,15.2,17.6,0,0,0,17.7,12,0,0,0,0,0,0,15.8,12.8,6.8,15.2,17.6,0,0,0,33.5
552,Lucid,Calibration,08/06/2022 16:01,Calibration ,LHTZ,11.2,0,0,0,0,0,0,15.9,0.3,8.4,14.7,17.1,0,0,0,17.3,11.5,8.4,14.7,17.1,0,0,0,33.2
553,Lucid,Calibration,08/06/2022 16:01,Calibration ,RHTZ,2.7,7.8,13.7,16.2,17.6,18,18.2,18.2,0,0,0,0,0,0,0,0,2.7,7.8,13.7,16.2,17.6,18,18.2,18.2
554,Lucid,Calibration,10/06/2022 09:21,Calibration ,LHTZ,0.8,9.9,16.5,16.4,0,0,0,18.1,0,0,0,0,0,0,0,0,0.8,9.9,16.5,16.4,0,0,0,18.1
555,Lucid,Calibration,10/06/2022 09:21,Calibration ,LHTZ,11.2,0,0,0,0,0,0,15.7,2.7,6.8,9.6,13.2,12.8,13.5,14.1,16.1,13.9,6.8,9.6,13.2,12.8,13.5,14.1,31.8
556,Lucid,Calibration,10/06/2022 09:21,Calibration ,RHTZ,1.5,9.6,8.3,16.8,15.9,16.8,0,17,0,0,0,0,0,0,0,0,1.5,9.6,8.3,16.8,15.9,16.8,0,17
557,Lucid,Calibration,10/06/2022 13:16,Calibration ,LHTZ,2.1,6,9.9,9.7,6.6,4.9,1.6,13.5,1.4,0,0,0,0,0,0,16.2,3.5,6,9.9,9.7,6.6,4.9,1.6,29.7
558,Lucid,Calibration,10/06/2022 13:16,Calibration ,LHTZ,10.7,0,0,0,0,0,0,15.4,1.8,5.4,9.7,11.5,13.6,13.8,14.4,14.8,12.5,5.4,9.7,11.5,13.6,13.8,14.4,30.2
559,Lucid,Calibration,10/06/2022 13:16,Calibration ,RHTZ,2.1,6.6,9.8,14.4,15.7,16.7,15.6,17,11.8,0,0,0,0,0,0,15.2,13.9,6.6,9.8,14.4,15.7,16.7,15.6,32.2
560,Lucid,Calibration,10/06/2022 16:03,Calibration ,LHTZ,1,6.1,13,0,0,0,0,14.1,0,0,0,0,0,0,0,0,1,6.1,13,0,0,0,0,14.1
561,Lucid,Calibration,10/06/2022 16:03,Calibration ,LHTZ,0,0,0,0,0,0,0,0,1.7,6.1,9.1,15,16.9,16.2,0,17.2,1.7,6.1,9.1,15,16.9,16.2,0,17.2
562,Lucid,Calibration,10/06/2022 16:03,Calibration ,RHTZ,1.1,5.6,9.5,15.1,15.9,16.1,0,16.1,0,0,0,0,0,0,0,0,1.1,5.6,9.5,15.1,15.9,16.1,0,16.1
563,Lucid,Calibration,13/06/2022 09:04,Calibration ,LHTZ,0.6,9.6,17.1,18.4,0,0,0,18.6,11,0,0,0,0,0,0,15.6,11.6,9.6,17.1,18.4,0,0,0,34.2
564,Lucid,Calibration,13/06/2022 09:04,Calibration ,LHTZ,1.3,0,0,0,0,0,0,15.8,2.2,7.3,14.3,16.7,0,0,0,17,3.5,7.3,14.3,16.7,0,0,0,32.8
565,Lucid,Calibration,13/06/2022 09:04,Calibration ,RHTZ,2,6.6,18,13.7,13.9,13.8,9.7,20.3,0,0,0,0,0,0,0,0,2,6.6,18,13.7,13.9,13.8,9.7,20.3
566,Lucid,Calibration,13/06/2022 11:42,Calibration ,LHTZ,3.3,7.3,13.4,15.7,17.1,17.3,0,17.3,0,0,0,0,0,0,0,0,3.3,7.3,13.4,15.7,17.1,17.3,0,17.3
567,Lucid,Calibration,13/06/2022 11:42,Calibration ,LHTZ,12,15.3,0,0,0,0,0,15.3,2.5,5.9,7.5,15.5,16.6,0,0,16.8,14.5,21.2,7.5,15.5,16.6,0,0,32.1
568,Lucid,Calibration,13/06/2022 11:42,Calibration ,RHTZ,2.7,6.8,13.2,19.4,21.2,0,0,22,0,0,0,0,0,0,0,0,2.7,6.8,13.2,19.4,21.2,0,0,22
569,Lucid,Calibration,13/06/2022 16:13,Calibration ,LHTZ,2.8,6.5,11.7,15.7,16.8,0,0,16.9,0,0,0,0,0,0,0,0,2.8,6.5,11.7,15.7,16.8,0,0,16.9
570,Lucid,Calibration,13/06/2022 16:13,Calibration ,LHTZ,1.4,0,0,0,0,0,0,16.2,1.1,5,7.4,13.8,15.2,16,16.1,16.1,2.5,5,7.4,13.8,15.2,16,16.1,32.3
571,Lucid,Calibration,13/06/2022 16:13,Calibration ,RHTZ,0.9,7,13.1,15.7,0,0,0,16.7,0,0,0,0,0,0,0,0,0.9,7,13.1,15.7,0,0,0,16.7
572,Lucid,Calibration,14/06/2022 14:14,config1,LHTZ,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,15.9,1.4,0,0,0,0,0,0,15.9
573,Lucid,Calibration,14/06/2022 14:14,config1,LHTZ,11,15.4,0,0,0,0,0,15.4,0.4,6.3,10.9,13.8,0,0,0,15.7,11.4,21.7,10.9,13.8,0,0,0,31.1
574,Lucid,Calibration,14/06/2022 14:14,config1,RHTZ,0.6,7.7,9.2,17.3,0,0,0,19.1,0,0,0,0,0,0,0,0,0.6,7.7,9.2,17.3,0,0,0,19.1
575,Lucid,Calibration,14/06/2022 15:56,config1,LHTZ,1.2,7.2,14.9,0,0,0,0,16.6,11.9,15.6,0,0,0,0,0,15.6,13.1,22.8,14.9,0,0,0,0,32.2
576,Lucid,Calibration,14/06/2022 15:56,config1,LHTZ,1.4,0,0,0,0,0,0,16,0.4,4.7,9.6,15.6,17.3,18.3,0,18.5,1.8,4.7,9.6,15.6,17.3,18.3,0,34.5
577,Lucid,Calibration,14/06/2022 15:56,config1,RHTZ,0.9,5.2,11.2,15.7,17.4,0,0,17.4,0,0,0,0,0,0,0,0,0.9,5.2,11.2,15.7,17.4,0,0,17.4
578,Lucid,Calibration,15/06/2022 09:04,config1,LHTZ,1.2,7.3,13.1,15.5,17.3,0,0,17.3,12,0,0,0,0,0,0,15.7,13.2,7.3,13.1,15.5,17.3,0,0,33
579,Lucid,Calibration,15/06/2022 09:04,config1,LHTZ,0,0,0,0,0,0,0,0,0.2,5.9,12.3,16.2,16.4,0,0,17.3,0.2,5.9,12.3,16.2,16.4,0,0,17.3
580,Lucid,Calibration,15/06/2022 09:04,config1,RHTZ,2.3,8,11.7,14.3,16.3,17,0,17,0,0,0,0,0,0,0,0,2.3,8,11.7,14.3,16.3,17,0,17
581,Lucid,Calibration,16/06/2022 09:03,config1,LHTZ,1.3,9.5,17,0,0,0,0,17.5,0,0,0,0,0,0,0,0,1.3,9.5,17,0,0,0,0,17.5
582,Lucid,Calibration,16/06/2022 09:03,config1,LHTZ,0,0,0,0,0,0,0,0,0.5,7.5,14.7,16.9,0,0,0,17.5,0.5,7.5,14.7,16.9,0,0,0,17.5
583,Lucid,Calibration,16/06/2022 09:03,config1,RHTZ,0.9,5.1,9.3,15,17.8,15.9,0,19.1,0,0,0,0,0,0,0,0,0.9,5.1,9.3,15,17.8,15.9,0,19.1
584,Lucid,Calibration,16/06/2022 16:18,config1,LHTZ,3.2,6.5,9.6,11.6,12.8,13.8,14.7,17.6,0,0,0,0,0,0,0,0,3.2,6.5,9.6,11.6,12.8,13.8,14.7,17.6
585,Lucid,Calibration,16/06/2022 16:18,config1,LHTZ,11.9,0,0,0,0,0,0,15.6,0.4,8.3,15.5,19.1,0,0,0,20.5,12.3,8.3,15.5,19.1,0,0,0,36.1
586,Lucid,Calibration,16/06/2022 16:18,config1,RHTZ,3.6,8.7,8.2,17.8,19.2,19.8,0,19.9,0,0,0,0,0,0,0,0,3.6,8.7,8.2,17.8,19.2,19.8,0,19.9
587,Lucid,Calibration,17/06/2022 09:20,config1,LHTZ,1,5.5,14,18.4,19.6,0,0,19.6,0,0,0,0,0,0,0,0,1,5.5,14,18.4,19.6,0,0,19.6
588,Lucid,Calibration,17/06/2022 09:20,config1,LHTZ,11.4,15.9,0,0,0,0,0,15.9,2.9,6.9,13.4,18.6,21.6,24.5,0,25.1,14.3,22.8,13.4,18.6,21.6,24.5,0,41
589,Lucid,Calibration,17/06/2022 09:20,config1,RHTZ,4.8,9.4,7.4,16.1,17.1,19.2,18.9,19.8,0,0,0,0,0,0,0,0,4.8,9.4,7.4,16.1,17.1,19.2,18.9,19.8
590,Lucid,Calibration,17/06/2022 13:13,config1,LHTZ,5.3,9.1,9.2,12.2,0,0,0,15.7,0,0,0,0,0,0,0,0,5.3,9.1,9.2,12.2,0,0,0,15.7
591,Lucid,Calibration,17/06/2022 13:13,config1,LHTZ,0,0,0,0,0,0,0,0,3.3,6.7,9.3,15.7,18.3,20.1,21.5,22.6,3.3,6.7,9.3,15.7,18.3,20.1,21.5,22.6
592,Lucid,Calibration,17/06/2022 13:13,config1,RHTZ,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,15.8,1.3,0,0,0,0,0,0,15.8
593,Lucid,Calibration,17/06/2022 15:28,config1,LHTZ,3.4,7.1,10.7,15,16.6,17.3,0,17.4,12.2,15.6,0,0,0,0,0,15.6,15.6,22.7,10.7,15,16.6,17.3,0,33
594,Lucid,Calibration,17/06/2022 15:28,config1,LHTZ,1.3,0,0,0,0,0,0,15.9,0.6,6.6,10.7,15.3,18.4,0,0,19.2,1.9,6.6,10.7,15.3,18.4,0,0,35.1
595,Lucid,Calibration,17/06/2022 15:28,config1,RHTZ,4.5,8.2,7.5,19.1,21.9,20.9,0,22.9,0,0,0,0,0,0,0,0,4.5,8.2,7.5,19.1,21.9,20.9,0,22.9
596,Lucid,Calibration,20/06/2022 08:43,config1,LHTZ,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,16.2,1.4,0,0,0,0,0,0,16.2
597,Lucid,Calibration,20/06/2022 08:43,config1,LHTZ,0,0,0,0,0,0,0,0,0.4,5.3,13.1,18.1,21.1,20.6,0,22,0.4,5.3,13.1,18.1,21.1,20.6,0,22
598,Lucid,Calibration,20/06/2022 08:43,config1,RHTZ,3,8,12.4,17.6,19.4,0,0,19.7,0,0,0,0,0,0,0,0,3,8,12.4,17.6,19.4,0,0,19.7
599,Lucid,Calibration,20/06/2022 13:46,config1,LHTZ,1.4,5.6,8.6,16.1,18.1,14.5,0,19.3,11.9,0,0,0,0,0,0,15.4,13.3,5.6,8.6,16.1,18.1,14.5,0,34.7
600,Lucid,Calibration,20/06/2022 13:46,config1,LHTZ,0,0,0,0,0,0,0,0,2.5,8.3,13.1,16.6,18.6,20.4,19.8,21.1,2.5,8.3,13.1,16.6,18.6,20.4,19.8,21.1
601,Lucid,Calibration,20/06/2022 13:46,config1,RHTZ,3.5,6.8,10.2,15.4,18.1,20.3,0,20.3,0,0,0,0,0,0,0,0,3.5,6.8,10.2,15.4,18.1,20.3,0,20.3
602,Lucid,Calibration,20/06/2022 15:46,config1,LHTZ,3.1,6.8,12.6,15.9,17.5,19,0,19.2,0,0,0,0,0,0,0,0,3.1,6.8,12.6,15.9,17.5,19,0,19.2
603,Lucid,Calibration,20/06/2022 15:46,config1,LHTZ,12.1,0,0,0,0,0,0,15.5,0.4,4.6,9.6,14.2,17.5,19.2,0,19.2,12.5,4.6,9.6,14.2,17.5,19.2,0,34.7
604,Lucid,Calibration,20/06/2022 15:46,config1,RHTZ,0.6,3.8,8.4,12.6,15.6,16.9,17.1,17.7,0,0,0,0,0,0,0,0,0.6,3.8,8.4,12.6,15.6,16.9,17.1,17.7
605,Lucid,Calibration,29/06/2022 09:15,config1,LHTZ,1.6,7.9,15.5,17.7,18,0,0,18,0,0,0,0,0,0,0,0,1.6,7.9,15.5,17.7,18,0,0,18
606,Lucid,Calibration,29/06/2022 09:15,config1,LHTZ,11.1,15.6,0,0,0,0,0,15.6,1,5.3,9.3,16.5,18,0,0,18.4,12.1,20.9,9.3,16.5,18,0,0,34
607,Lucid,Calibration,29/06/2022 09:15,config1,RHTZ,3.6,7.8,13.2,17.4,19,0,0,19.3,0,0,0,0,0,0,0,0,3.6,7.8,13.2,17.4,19,0,0,19.3
608,Lucid,Calibration,29/06/2022 14:30,config1,LHTZ,4.6,6.7,14.9,17.7,18.9,20.2,17.3,20.2,0,0,0,0,0,0,0,0,4.6,6.7,14.9,17.7,18.9,20.2,17.3,20.2
609,Lucid,Calibration,29/06/2022 14:30,config1,LHTZ,11.2,15.7,0,0,0,0,0,15.7,1.9,6,9.8,15.2,17.9,19.6,0,20.3,13.1,21.7,9.8,15.2,17.9,19.6,0,36
610,Lucid,Calibration,29/06/2022 14:30,config1,RHTZ,5.4,9,14.5,19,23.5,0,0,24.6,0,0,0,0,0,0,0,0,5.4,9,14.5,19,23.5,0,0,24.6
611,Lucid,Calibration,29/06/2022 15:20,config1,LHTZ,3.1,8.5,14.1,18.6,20.5,18.8,0,20.6,11.8,15.6,0,0,0,0,0,15.6,14.9,24.1,14.1,18.6,20.5,18.8,0,36.2
612,Lucid,Calibration,29/06/2022 15:20,config1,LHTZ,12,0,0,0,0,0,0,16,4,7.7,8.7,15.3,17.3,19.3,0,19.7,16,7.7,8.7,15.3,17.3,19.3,0,35.7
613,Lucid,Calibration,29/06/2022 15:20,config1,RHTZ,3.1,6.3,11.1,16.7,20.7,24.3,26.5,27.8,0,0,0,0,0,0,0,0,3.1,6.3,11.1,16.7,20.7,24.3,26.5,27.8
614,Lucid,Calibration,30/06/2022 09:02,config1,LHTZ,2.9,6.9,9.3,15.4,17.5,19.6,18.8,19.9,12,15.5,0,0,0,0,0,15.5,14.9,22.4,9.3,15.4,17.5,19.6,18.8,35.4
615,Lucid,Calibration,30/06/2022 09:02,config1,LHTZ,0,0,0,0,0,0,0,0,5.2,8.6,9.7,13.2,0,0,0,14.9,5.2,8.6,9.7,13.2,0,0,0,14.9
616,Lucid,Calibration,30/06/2022 09:02,config1,RHTZ,6.1,9.6,14.4,15.9,17.9,17.4,18.6,18.8,0,0,0,0,0,0,0,0,6.1,9.6,14.4,15.9,17.9,17.4,18.6,18.8
617,Lucid,Calibration,05/07/2022 13:09,config1,LHTZ,1,5.6,9.7,8.5,0,0,0,9.6,8.7,0,0,0,0,0,0,12.3,9.7,5.6,9.7,8.5,0,0,0,21.9
618,Lucid,Calibration,05/07/2022 13:09,config1,LHTZ,0,0,0,0,0,0,0,0,1,6.1,8.6,11.9,14.1,16,0,19.1,1,6.1,8.6,11.9,14.1,16,0,19.1
619,Lucid,Calibration,05/07/2022 13:09,config1,RHTZ,1.3,5.3,7.9,12.7,14.9,0,0,15.2,0,0,0,0,0,0,0,0,1.3,5.3,7.9,12.7,14.9,0,0,15.2
620,Lucid,Calibration,05/07/2022 14:46,config1,LHTZ,0,0,0,0,0,0,0,0,15.8,17.6,16.5,17,17,16.1,16.5,19.5,15.8,17.6,16.5,17,17,16.1,16.5,19.5
621,Lucid,Calibration,05/07/2022 14:46,config1,RHTZ,0,0,0,0,0,0,0,0,9.8,28.6,9,8.6,7.5,8.6,18.4,34.1,9.8,28.6,9,8.6,7.5,8.6,18.4,34.1
622,Lucid,Calibration,06/07/2022 09:14,config1,LHTZ,2.4,5.8,7.8,8.6,8.7,0,0,9.7,10.6,0,0,0,0,0,0,13.2,13,5.8,7.8,8.6,8.7,0,0,22.9
623,Lucid,Calibration,06/07/2022 09:14,config1,LHTZ,4.7,0,0,0,0,0,0,7.5,6.6,7.9,12.5,14,0,0,0,16,11.3,7.9,12.5,14,0,0,0,23.5
624,Lucid,Calibration,06/07/2022 09:14,config1,RHTZ,4.9,7.8,9.8,12.9,0,0,0,13.8,0,0,0,0,0,0,0,0,4.9,7.8,9.8,12.9,0,0,0,13.8
625,Lucid,Calibration,06/07/2022 16:06,config1,LHTZ,0.2,6.7,8.3,8,9.1,8.9,9.7,14,14.4,0,0,0,0,0,0,17,14.6,6.7,8.3,8,9.1,8.9,9.7,31
626,Lucid,Calibration,06/07/2022 16:06,config1,LHTZ,8.3,10.8,9.7,8.7,10.1,9.1,8.4,11.7,0,0,0,0,0,0,0,0,8.3,10.8,9.7,8.7,10.1,9.1,8.4,11.7
627,Lucid,Calibration,06/07/2022 16:06,config1,RHTZ,5.6,10.9,15.1,17.8,0,0,0,18.8,1.1,0,0,0,0,0,0,3.9,6.7,10.9,15.1,17.8,0,0,0,22.7
628,Lucid,Calibration,07/07/2022 14:12,config1,LHTZ,1.9,5.6,13.8,18.4,20,20.7,0,20.8,0,0,0,0,0,0,0,0,1.9,5.6,13.8,18.4,20,20.7,0,20.8
629,Lucid,Calibration,07/07/2022 14:12,config1,LHTZ,0.5,14.7,0,0,0,0,0,15.3,0,0,0,0,0,0,0,0,0.5,14.7,0,0,0,0,0,15.3
630,Lucid,Calibration,07/07/2022 14:12,config1,RHTZ,0,0,0,0,0,0,0,0,0.5,14,15.1,0,0,0,0,15.1,0.5,14,15.1,0,0,0,0,15.1
631,Lucid,Calibration,08/07/2022 08:56,config1,LHTZ,2.8,7.3,13.5,17.3,19.7,0,0,19.9,0,0,0,0,0,0,0,0,2.8,7.3,13.5,17.3,19.7,0,0,19.9
632,Lucid,Calibration,08/07/2022 08:56,config1,LHTZ,0,0,0,0,0,0,0,0,1.2,5.6,12.6,16.8,18.7,0,0,18.7,1.2,5.6,12.6,16.8,18.7,0,0,18.7
633,Lucid,Calibration,08/07/2022 08:56,config1,RHTZ,5.5,9.1,12.6,13.5,16.8,18.9,0,20.1,0,0,0,0,0,0,0,0,5.5,9.1,12.6,13.5,16.8,18.9,0,20.1
634,Lucid,Calibration,08/07/2022 13:02,config1,LHTZ,1.7,5.1,10.2,0,0,0,0,12.6,0,0,0,0,0,0,0,0,1.7,5.1,10.2,0,0,0,0,12.6
635,Lucid,Calibration,08/07/2022 13:02,config1,LHTZ,0,0,0,0,0,0,0,0,1.4,6.5,16.3,22.1,0,0,0,23,1.4,6.5,16.3,22.1,0,0,0,23
636,Lucid,Calibration,08/07/2022 13:02,config1,RHTZ,2.2,6.6,15.4,20.8,0,0,0,23,0,0,0,0,0,0,0,0,2.2,6.6,15.4,20.8,0,0,0,23
637,Lucid,Calibration,08/07/2022 15:11,config1,LHTZ,1.6,6.1,17.9,18.2,0,0,0,19.6,0,0,0,0,0,0,0,0,1.6,6.1,17.9,18.2,0,0,0,19.6
638,Lucid,Calibration,08/07/2022 15:11,config1,LHTZ,0,0,0,0,0,0,0,0,0.6,6.6,16.9,18.6,0,0,0,19.4,0.6,6.6,16.9,18.6,0,0,0,19.4
639,Lucid,Calibration,08/07/2022 15:11,config1,RHTZ,0.6,5.9,14,17.7,0,0,0,18.4,0.6,15.7,0,0,0,0,0,16.4,1.2,21.6,14,17.7,0,0,0,34.8
640,Lucid,Calibration,11/07/2022 09:11,config1,LHTZ,1.7,5.5,11.6,15.7,17.7,0,0,17.7,0,0,0,0,0,0,0,0,1.7,5.5,11.6,15.7,17.7,0,0,17.7
641,Lucid,Calibration,11/07/2022 09:11,config1,LHTZ,0,0,0,0,0,0,0,0,1.1,4.7,10.4,14.9,16.3,18,18.2,18.3,1.1,4.7,10.4,14.9,16.3,18,18.2,18.3
642,Lucid,Calibration,11/07/2022 09:11,config1,RHTZ,2.3,6.2,9.4,18.1,23.7,18.8,22,25.9,0,0,0,0,0,0,0,0,2.3,6.2,9.4,18.1,23.7,18.8,22,25.9
643,Lucid,Calibration,11/07/2022 13:52,config1,LHTZ,3.5,7.5,14.6,17.3,0,0,0,17.9,0,0,0,0,0,0,0,0,3.5,7.5,14.6,17.3,0,0,0,17.9
644,Lucid,Calibration,11/07/2022 13:52,config1,LHTZ,0.5,15,0,0,0,0,0,15.6,0,0,0,0,0,0,0,0,0.5,15,0,0,0,0,0,15.6
645,Lucid,Calibration,11/07/2022 13:52,config1,RHTZ,5.3,9,13.4,16.6,19.1,0,0,19.6,0,0,0,0,0,0,0,0,5.3,9,13.4,16.6,19.1,0,0,19.6
646,Lucid,Calibration,11/07/2022 16:22,config1,LHTZ,2.6,6.4,9.6,18.8,21.5,14.5,15.5,21.5,0,0,0,0,0,0,0,0,2.6,6.4,9.6,18.8,21.5,14.5,15.5,21.5
647,Lucid,Calibration,11/07/2022 16:22,config1,LHTZ,0,0,0,0,0,0,0,0,1.2,5.9,11.9,16.8,19.2,0,0,19.6,1.2,5.9,11.9,16.8,19.2,0,0,19.6
648,Lucid,Calibration,11/07/2022 16:22,config1,RHTZ,4.1,8.7,12.5,15.4,17.4,19.9,21.8,23.2,0,0,0,0,0,0,0,0,4.1,8.7,12.5,15.4,17.4,19.9,21.8,23.2
649,Lucid,Calibration,12/07/2022 09:19,config1,LHTZ,0,0,0,0,0,0,0,0,0.5,15.4,0,0,0,0,0,16,0.5,15.4,0,0,0,0,0,16
650,Lucid,Calibration,12/07/2022 09:19,config1,LHTZ,2.4,13.6,0,0,0,0,0,16.7,4.5,8.5,12.6,16.6,19.2,18.4,20.5,20.8,6.9,22.1,12.6,16.6,19.2,18.4,20.5,37.5
651,Lucid,Calibration,12/07/2022 09:19,config1,RHTZ,3.3,7,12.3,16.3,19.7,22.1,0,22.6,0,0,0,0,0,0,0,0,3.3,7,12.3,16.3,19.7,22.1,0,22.6
652,Lucid,Calibration,12/07/2022 15:53,config1,LHTZ,3.9,6.9,13.3,18.2,20.8,22.3,23.7,24.5,0,0,0,0,0,0,0,0,3.9,6.9,13.3,18.2,20.8,22.3,23.7,24.5
653,Lucid,Calibration,12/07/2022 15:53,config1,LHTZ,0,0,0,0,0,0,0,0,3.4,7.6,12.8,17.8,21.4,23.3,0,23.6,3.4,7.6,12.8,17.8,21.4,23.3,0,23.6
654,Lucid,Calibration,12/07/2022 15:53,config1,RHTZ,1.8,6.2,13.8,18.7,21.4,23.3,0,23.5,0,0,0,0,0,0,0,0,1.8,6.2,13.8,18.7,21.4,23.3,0,23.5
655,Lucid,Calibration,13/07/2022 09:14,config1,LHTZ,2.3,6.3,12,16.1,17.5,0,0,18,0,0,0,0,0,0,0,0,2.3,6.3,12,16.1,17.5,0,0,18
656,Lucid,Calibration,13/07/2022 09:14,config1,LHTZ,0,0,0,0,0,0,0,0,8.1,9.1,15.3,18.1,21.3,24,25.3,25.5,8.1,9.1,15.3,18.1,21.3,24,25.3,25.5
657,Lucid,Calibration,13/07/2022 09:14,config1,RHTZ,3.8,7.7,13.2,16.5,19,20.2,21.7,22.8,0,0,0,0,0,0,0,0,3.8,7.7,13.2,16.5,19,20.2,21.7,22.8
658,Lucid,Calibration,13/07/2022 11:25,config1,LHTZ,2,6.1,11,14.3,15.1,16.1,17.9,20,0,0,0,0,0,0,0,0,2,6.1,11,14.3,15.1,16.1,17.9,20
659,Lucid,Calibration,13/07/2022 11:25,config1,LHTZ,0.5,13.8,0,0,0,0,0,15.4,0,0,0,0,0,0,0,0,0.5,13.8,0,0,0,0,0,15.4
660,Lucid,Calibration,13/07/2022 11:25,config1,RHTZ,0,0,0,0,0,0,0,0,0.5,15.3,0,0,0,0,0,15.9,0.5,15.3,0,0,0,0,0,15.9
661,Lucid,Calibration,13/07/2022 16:01,config1,LHTZ,1.7,5.5,10.6,17.1,22.1,0,0,22.5,0,0,0,0,0,0,0,0,1.7,5.5,10.6,17.1,22.1,0,0,22.5
662,Lucid,Calibration,13/07/2022 16:01,config1,LHTZ,0,0,0,0,0,0,0,0,2.7,6.3,13.7,16.2,17.6,0,0,17.9,2.7,6.3,13.7,16.2,17.6,0,0,17.9
663,Lucid,Calibration,13/07/2022 16:01,config1,RHTZ,5.5,8.9,12.4,16.1,17.7,0,0,18.2,0,0,0,0,0,0,0,0,5.5,8.9,12.4,16.1,17.7,0,0,18.2
664,Lucid,Calibration,14/07/2022 09:08,config1,LHTZ,3.5,7.2,16.5,21.7,24.1,16.9,18.8,24.2,0,0,0,0,0,0,0,0,3.5,7.2,16.5,21.7,24.1,16.9,18.8,24.2
665,Lucid,Calibration,14/07/2022 09:08,config1,LHTZ,0,0,0,0,0,0,0,0,3.5,7,9.9,15.7,18.6,19.9,16.6,20.1,3.5,7,9.9,15.7,18.6,19.9,16.6,20.1
666,Lucid,Calibration,14/07/2022 09:08,config1,RHTZ,4,7.3,11.3,14.3,17.2,19.6,17.8,20,0,0,0,0,0,0,0,0,4,7.3,11.3,14.3,17.2,19.6,17.8,20
667,Lucid,Calibration,14/07/2022 16:15,config1,LHTZ,5,8.3,11.4,18.1,21.1,23.5,27.6,28.1,0,0,0,0,0,0,0,0,5,8.3,11.4,18.1,21.1,23.5,27.6,28.1
668,Lucid,Calibration,14/07/2022 16:15,config1,LHTZ,0,0,0,0,0,0,0,0,7.9,5.3,15,19.6,23.7,24.9,27.3,30.2,7.9,5.3,15,19.6,23.7,24.9,27.3,30.2
669,Lucid,Calibration,14/07/2022 16:15,config1,RHTZ,0,0,0,0,0,0,0,0,0.5,15.5,0,0,0,0,0,16.2,0.5,15.5,0,0,0,0,0,16.2
670,Lucid,Calibration,15/07/2022 09:17,config1,LHTZ,4.3,7.9,14.4,19.4,13.9,14.7,0,20.6,0,0,0,0,0,0,0,0,4.3,7.9,14.4,19.4,13.9,14.7,0,20.6
671,Lucid,Calibration,15/07/2022 09:17,config1,LHTZ,0,0,0,0,0,0,0,0,4.3,7.5,9.3,16.7,21.2,22.8,19.2,22.9,4.3,7.5,9.3,16.7,21.2,22.8,19.2,22.9
672,Lucid,Calibration,15/07/2022 09:17,config1,RHTZ,5.4,8.9,13.5,16.4,18.6,19.8,0,20.1,0,0,0,0,0,0,0,0,5.4,8.9,13.5,16.4,18.6,19.8,0,20.1
673,Lucid,Calibration,18/07/2022 13:51,easy early,LHTZ,5.9,9.3,14.1,18.6,21.6,23.7,24.9,24.9,0,0,0,0,0,0,0,0,5.9,9.3,14.1,18.6,21.6,23.7,24.9,24.9
674,Lucid,Calibration,18/07/2022 13:51,easy early,LHTZ,0,0,0,0,0,0,0,0,9.5,8.6,18.3,21.8,25.7,32.5,37,40.8,9.5,8.6,18.3,21.8,25.7,32.5,37,40.8
675,Lucid,Calibration,18/07/2022 13:51,easy early,RHTZ,7.6,9.7,16.2,24.1,31.4,38,42.9,44.4,0,0,0,0,0,0,0,0,7.6,9.7,16.2,24.1,31.4,38,42.9,44.4
676,Lucid,Calibration,19/07/2022 08:55,config1,LHTZ,2.9,6.8,12.4,15.7,16.9,16.9,17.9,18,0,0,0,0,0,0,0,0,2.9,6.8,12.4,15.7,16.9,16.9,17.9,18
677,Lucid,Calibration,19/07/2022 08:55,config1,LHTZ,0,0,0,0,0,0,0,0,3.3,7.2,14,20,24.1,17,18.3,24.4,3.3,7.2,14,20,24.1,17,18.3,24.4
678,Lucid,Calibration,19/07/2022 08:55,config1,RHTZ,0,0,0,0,0,0,0,0,0.5,15.5,0,0,0,0,0,16.1,0.5,15.5,0,0,0,0,0,16.1
679,Lucid,Calibration,19/07/2022 15:10,config1,LHTZ,2.5,6.5,14.5,19.7,23.6,17.6,0,23.6,0,0,0,0,0,0,0,0,2.5,6.5,14.5,19.7,23.6,17.6,0,23.6
680,Lucid,Calibration,19/07/2022 15:12,config1,LHTZ,0,0,0,0,0,0,0,0,3.3,8.9,15.4,21.5,25.7,26.4,22.8,26.4,3.3,8.9,15.4,21.5,25.7,26.4,22.8,26.4
681,Lucid,Calibration,19/07/2022 15:12,config1,RHTZ,4.6,8,14.2,21.4,26,29,0,29.2,0,0,0,0,0,0,0,0,4.6,8,14.2,21.4,26,29,0,29.2
