Index,Org,User,Timestamp,Protocol,TZ,Left force @ 0ms,Left force @ 50ms,Left force @ 100ms,Left force @ 150ms,Left force @ 200ms,Left force @ 250ms,Left force @ 300ms,Left peak force,Right force @ 0ms,Right force @ 50ms,Right force @ 100ms,Right force @ 150ms,Right force @ 200ms,Right force @ 250ms,Right force @ 300ms,Right peak force,Combined force @ 0ms,Combined force @ 50ms,Combined force @ 100ms,Combined force @ 150ms,Combined force @ 200ms,Combined force @ 250ms,Combined force @ 300ms,Combined peak force
682,Lucid,Calibration,20/07/2022 09:22,config1,LHTZ,3.1,6.4,9.4,15.2,17.3,18.3,19.4,19.8,0,0,0,0,0,0,0,0,3.1,6.4,9.4,15.2,17.3,18.3,19.4,19.8
683,Lucid,Calibration,20/07/2022 09:22,config1,LHTZ,0,0,0,0,0,0,0,0,3.5,7.3,8.7,20,23.8,18.1,19.9,24.8,3.5,7.3,8.7,20,23.8,18.1,19.9,24.8
684,Lucid,Calibration,20/07/2022 09:22,config1,RHTZ,2.6,6.7,15.8,22.4,25.1,20.1,0,25.9,0,0,0,0,0,0,0,0,2.6,6.7,15.8,22.4,25.1,20.1,0,25.9
685,Lucid,Calibration,20/07/2022 16:38,config1,LHTZ,5,8.4,20.4,24.6,24.3,14.2,16.2,24.6,0,0,0,0,0,0,0,0,5,8.4,20.4,24.6,24.3,14.2,16.2,24.6
686,Lucid,Calibration,20/07/2022 16:38,config1,LHTZ,0,0,0,0,0,0,0,0,1.9,5.7,16.4,27.8,31.8,32.5,29.4,33,1.9,5.7,16.4,27.8,31.8,32.5,29.4,33
687,Lucid,Calibration,20/07/2022 16:38,config1,RHTZ,5.5,8.9,9.7,15.3,17.5,18.9,19.4,19.4,0,0,0,0,0,0,0,0,5.5,8.9,9.7,15.3,17.5,18.9,19.4,19.4
688,Lucid,Calibration,22/07/2022 09:51,config1,LHTZ,6.2,9.7,11.8,14.6,16.8,17,0,17.3,0,0,0,0,0,0,0,0,6.2,9.7,11.8,14.6,16.8,17,0,17.3
689,Lucid,Calibration,22/07/2022 09:51,config1,LHTZ,0.5,15.6,0,0,0,0,0,16.3,0,0,0,0,0,0,0,0,0.5,15.6,0,0,0,0,0,16.3
690,Lucid,Calibration,22/07/2022 09:51,config1,RHTZ,3.7,7.4,12.6,16.8,21.3,24.3,25.9,26,0,0,0,0,0,0,0,0,3.7,7.4,12.6,16.8,21.3,24.3,25.9,26
691,Lucid,Calibration,22/07/2022 16:04,config1,LHTZ,4.2,7.7,8.6,11.8,14.1,15.6,16.3,16.6,0,0,0,0,0,0,0,0,4.2,7.7,8.6,11.8,14.1,15.6,16.3,16.6
692,Lucid,Calibration,22/07/2022 16:04,config1,LHTZ,0,0,0,0,0,0,0,0,1.6,5.7,15.5,19.9,19.8,0,0,20.5,1.6,5.7,15.5,19.9,19.8,0,0,20.5
693,Lucid,Calibration,22/07/2022 16:04,config1,RHTZ,1.4,7.2,16.9,20.8,21.2,19.1,20.6,22.8,0,0,0,0,0,0,0,0,1.4,7.2,16.9,20.8,21.2,19.1,20.6,22.8
694,Lucid,Calibration,25/07/2022 15:24,config1,LHTZ,2.1,7,13.5,0,0,0,0,14.2,0,0,0,0,0,0,0,0,2.1,7,13.5,0,0,0,0,14.2
695,Lucid,Calibration,25/07/2022 15:24,config1,LHTZ,0,0,0,0,0,0,0,0,2.4,6.6,9.7,16.6,18,17.4,15.7,18.5,2.4,6.6,9.7,16.6,18,17.4,15.7,18.5
696,Lucid,Calibration,25/07/2022 15:24,config1,RHTZ,3.7,6.9,9.7,14.8,16.9,19,20.5,20.9,0,0,0,0,0,0,0,0,3.7,6.9,9.7,14.8,16.9,19,20.5,20.9
697,Lucid,Calibration,25/07/2022 15:38,config1,LHTZ,4.5,9.5,13.5,16.4,18,0,0,18.3,0,0,0,0,0,0,0,0,4.5,9.5,13.5,16.4,18,0,0,18.3
698,Lucid,Calibration,25/07/2022 15:38,config1,LHTZ,0.5,15,0,0,0,0,0,15.9,0,0,0,0,0,0,0,0,0.5,15,0,0,0,0,0,15.9
699,Lucid,Calibration,25/07/2022 15:38,config1,RHTZ,3.3,6.4,9.7,13,15.6,18.4,19.6,19.6,0,0,0,0,0,0,0,0,3.3,6.4,9.7,13,15.6,18.4,19.6,19.6
700,Lucid,Calibration,26/07/2022 16:08,config1,LHTZ,4.3,7.5,11.7,16,18.6,19.7,16.2,19.7,0,0,0,0,0,0,0,0,4.3,7.5,11.7,16,18.6,19.7,16.2,19.7
701,Lucid,Calibration,26/07/2022 16:08,config1,LHTZ,0,0,0,0,0,0,0,0,1.5,6.3,12.9,17,16.3,0,0,17.8,1.5,6.3,12.9,17,16.3,0,0,17.8
702,Lucid,Calibration,26/07/2022 16:08,config1,RHTZ,4.2,7.5,14.3,17.6,14.9,16,17.2,18.5,0,0,0,0,0,0,0,0,4.2,7.5,14.3,17.6,14.9,16,17.2,18.5
703,Lucid,Calibration,27/07/2022 09:07,config1,LHTZ,1.6,7.2,14.9,17.5,0,0,0,17.5,0,0,0,0,0,0,0,0,1.6,7.2,14.9,17.5,0,0,0,17.5
704,Lucid,Calibration,27/07/2022 09:07,config1,LHTZ,10.8,14.6,0,0,0,0,0,15,2.1,6.5,12,16.1,18,19.9,0,20,12.9,21.1,12,16.1,18,19.9,0,35
705,Lucid,Calibration,27/07/2022 09:07,config1,RHTZ,1.7,5.6,11.7,15.9,17.4,18.4,0,18.5,0,0,0,0,0,0,0,0,1.7,5.6,11.7,15.9,17.4,18.4,0,18.5
706,Lucid,Calibration,27/07/2022 13:44,config1,LHTZ,2,6.7,13.3,16.6,0,0,0,18,0,0,0,0,0,0,0,0,2,6.7,13.3,16.6,0,0,0,18
707,Lucid,Calibration,27/07/2022 13:44,config1,LHTZ,0,0,0,0,0,0,0,0,3.2,6.7,9.7,19,18.1,14.4,15.7,19.6,3.2,6.7,9.7,19,18.1,14.4,15.7,19.6
708,Lucid,Calibration,27/07/2022 13:44,config1,RHTZ,0,0,0,0,0,0,0,0,0.5,15.5,0,0,0,0,0,16.4,0.5,15.5,0,0,0,0,0,16.4
709,Lucid,Calibration,27/07/2022 16:04,config1,LHTZ,1.6,6,9.7,16.7,0,0,0,17.8,0,0,0,0,0,0,0,0,1.6,6,9.7,16.7,0,0,0,17.8
710,Lucid,Calibration,27/07/2022 16:04,config1,LHTZ,0,0,0,0,0,0,0,0,4.2,8.1,8.1,17.8,19.8,16.2,18,19.8,4.2,8.1,8.1,17.8,19.8,16.2,18,19.8
711,Lucid,Calibration,27/07/2022 16:04,config1,RHTZ,6.1,9.4,14.1,17.9,19.2,15.4,0,19.2,0,0,0,0,0,0,0,0,6.1,9.4,14.1,17.9,19.2,15.4,0,19.2
712,Lucid,Calibration,02/08/2022 09:36,config1,LHTZ,3.3,7.5,12.5,16.1,18.3,19.4,0,19.4,0,0,0,0,0,0,0,0,3.3,7.5,12.5,16.1,18.3,19.4,0,19.4
713,Lucid,Calibration,02/08/2022 09:36,config1,LHTZ,0,0,0,0,0,0,0,0,3.3,7.1,9,16.2,18,0,0,18.7,3.3,7.1,9,16.2,18,0,0,18.7
714,Lucid,Calibration,02/08/2022 09:36,config1,LHTZ,0,0,0,0,0,0,0,0,2.7,6.2,11,14.9,16.6,17.6,0,17.9,2.7,6.2,11,14.9,16.6,17.6,0,17.9
715,Lucid,Calibration,02/08/2022 09:36,config1,RHTZ,4.9,7.9,10.8,15.2,17,17.9,15.9,18.2,0,0,0,0,0,0,0,0,4.9,7.9,10.8,15.2,17,17.9,15.9,18.2
716,Lucid,Calibration,02/08/2022 15:00,config1,LHTZ,0,0,0,0,0,0,0,0,0.6,15.6,0,0,0,0,0,16.2,0.6,15.6,0,0,0,0,0,16.2
717,Lucid,Calibration,02/08/2022 15:00,config1,LHTZ,0,0,0,0,0,0,0,0,5.9,9.5,9.6,16.1,12.4,14.7,0,16.8,5.9,9.5,9.6,16.1,12.4,14.7,0,16.8
718,Lucid,Calibration,02/08/2022 15:00,config1,RHTZ,0,0,0,0,0,0,0,0,0.5,15.2,0,0,0,0,0,15.8,0.5,15.2,0,0,0,0,0,15.8
719,Lucid,Calibration,03/08/2022 10:33,config1,LHTZ,5.3,8.9,13.4,15.4,16.6,13.6,0,16.7,0,0,0,0,0,0,0,0,5.3,8.9,13.4,15.4,16.6,13.6,0,16.7
720,Lucid,Calibration,03/08/2022 10:33,config1,LHTZ,0,0,0,0,0,0,0,0,4,7.5,10.8,13.3,14.9,0,0,15.2,4,7.5,10.8,13.3,14.9,0,0,15.2
721,Lucid,Calibration,03/08/2022 10:33,config1,RHTZ,1.5,6.4,12.3,13.4,15.9,0,0,16,0,0,0,0,0,0,0,0,1.5,6.4,12.3,13.4,15.9,0,0,16
722,Lucid,Calibration,04/08/2022 13:16,config1,LHTZ,3.1,6.7,11.2,13.5,14.8,15,0,15.2,0,0,0,0,0,0,0,0,3.1,6.7,11.2,13.5,14.8,15,0,15.2
723,Lucid,Calibration,04/08/2022 13:16,config1,LHTZ,0,0,0,0,0,0,0,0,3,6.7,12.1,16.3,17.1,18.2,0,18.3,3,6.7,12.1,16.3,17.1,18.2,0,18.3
724,Lucid,Calibration,04/08/2022 13:16,config1,RHTZ,1.3,5.2,9.2,10.8,12.1,13.8,0,14.3,0,0,0,0,0,0,0,0,1.3,5.2,9.2,10.8,12.1,13.8,0,14.3
725,Lucid,Calibration,04/08/2022 16:03,config1,LHTZ,3.9,7.4,9.9,12.9,14.2,15.3,16,16.1,0,0,0,0,0,0,0,0,3.9,7.4,9.9,12.9,14.2,15.3,16,16.1
726,Lucid,Calibration,04/08/2022 16:03,config1,LHTZ,0.5,14.7,0,0,0,0,0,15.4,0,0,0,0,0,0,0,0,0.5,14.7,0,0,0,0,0,15.4
727,Lucid,Calibration,04/08/2022 16:03,config1,RHTZ,0,0,0,0,0,0,0,0,0.5,14.7,0,0,0,0,0,15.4,0.5,14.7,0,0,0,0,0,15.4
728,Lucid,Calibration,04/08/2022 16:07,config1,LHTZ,2.3,5.9,11.5,15.7,17.4,0,0,17.5,0,0,0,0,0,0,0,0,2.3,5.9,11.5,15.7,17.4,0,0,17.5
729,Lucid,Calibration,04/08/2022 16:07,config1,LHTZ,0,0,0,0,0,0,0,0,1.9,6.2,9.9,15.3,16.6,17.8,0,18.9,1.9,6.2,9.9,15.3,16.6,17.8,0,18.9
730,Lucid,Calibration,04/08/2022 16:07,config1,RHTZ,0,0,0,0,0,0,0,0,0.5,15.5,0,0,0,0,0,16,0.5,15.5,0,0,0,0,0,16
731,Lucid,Calibration,05/08/2022 09:11,config1,LHTZ,2.5,5.8,9.4,14.7,17.1,17.7,0,17.7,0,0,0,0,0,0,0,0,2.5,5.8,9.4,14.7,17.1,17.7,0,17.7
732,Lucid,Calibration,05/08/2022 09:11,config1,LHTZ,0,0,0,0,0,0,0,0,2.4,6.2,9.9,14.7,17.1,18.7,19.8,20.3,2.4,6.2,9.9,14.7,17.1,18.7,19.8,20.3
733,Lucid,Calibration,05/08/2022 09:11,config1,RHTZ,3.8,7.4,12.8,15.9,18.1,19.7,18.2,20.2,0,0,0,0,0,0,0,0,3.8,7.4,12.8,15.9,18.1,19.7,18.2,20.2
734,Lucid,Calibration,05/08/2022 15:14,config1,LHTZ,3.5,6.6,8.7,10.9,11.7,12.1,13,15.6,0,0,0,0,0,0,0,0,3.5,6.6,8.7,10.9,11.7,12.1,13,15.6
735,Lucid,Calibration,05/08/2022 15:14,config1,LHTZ,0,0,0,0,0,0,0,0,3.8,7.1,8.7,12.8,14.4,15.6,17,18.3,3.8,7.1,8.7,12.8,14.4,15.6,17,18.3
736,Lucid,Calibration,05/08/2022 15:14,config1,RHTZ,0,0,0,0,0,0,0,0,0.6,15.4,0,0,0,0,0,16.1,0.6,15.4,0,0,0,0,0,16.1
737,Lucid,Calibration,08/08/2022 08:55,config1,LHTZ,7.6,11.3,14.9,17.2,20.4,23.1,0,24.1,0,0,0,0,0,0,0,0,7.6,11.3,14.9,17.2,20.4,23.1,0,24.1
738,Lucid,Calibration,08/08/2022 08:55,config1,LHTZ,0,0,0,0,0,0,0,0,5.8,9.2,11.9,14,15.7,18.1,19.8,24.6,5.8,9.2,11.9,14,15.7,18.1,19.8,24.6
739,Lucid,Calibration,08/08/2022 08:55,config1,RHTZ,8,8.3,14.2,18.6,22.5,24.6,24.4,26.4,0,0,0,0,0,0,0,0,8,8.3,14.2,18.6,22.5,24.6,24.4,26.4
740,Lucid,Calibration,08/08/2022 15:17,config1,LHTZ,3.4,6.7,9.9,14.1,16.2,17.6,19,19.5,0,0,0,0,0,0,0,0,3.4,6.7,9.9,14.1,16.2,17.6,19,19.5
741,Lucid,Calibration,08/08/2022 15:17,config1,LHTZ,0,0,0,0,0,0,0,0,8.9,6.9,9.7,19.2,22.3,25.1,28.6,34.5,8.9,6.9,9.7,19.2,22.3,25.1,28.6,34.5
742,Lucid,Calibration,08/08/2022 15:17,config1,RHTZ,0,0,0,0,0,0,0,0,0.5,15.4,0,0,0,0,0,16.1,0.5,15.4,0,0,0,0,0,16.1
743,Lucid,Calibration,09/08/2022 09:03,config1,LHTZ,5.7,9.3,13.3,18.8,17.3,18.5,0,21.9,0,0,0,0,0,0,0,0,5.7,9.3,13.3,18.8,17.3,18.5,0,21.9
744,Lucid,Calibration,09/08/2022 09:03,config1,LHTZ,0,0,0,0,0,0,0,0,3.1,6.4,9.4,18.2,23.5,22.4,24.7,25.6,3.1,6.4,9.4,18.2,23.5,22.4,24.7,25.6
745,Lucid,Calibration,09/08/2022 09:03,config1,RHTZ,4.5,7.7,10.4,12.5,14.7,15.2,16.3,18.3,0,0,0,0,0,0,0,0,4.5,7.7,10.4,12.5,14.7,15.2,16.3,18.3
746,Lucid,Calibration,10/08/2022 08:57,config1,LHTZ,1.4,6.2,15.4,21.3,24,0,0,25.2,0,0,0,0,0,0,0,0,1.4,6.2,15.4,21.3,24,0,0,25.2
747,Lucid,Calibration,10/08/2022 08:57,config1,LHTZ,0,0,0,0,0,0,0,0,4.8,8,9.4,12.4,14,13.8,14.9,15.8,4.8,8,9.4,12.4,14,13.8,14.9,15.8
748,Lucid,Calibration,10/08/2022 08:57,config1,RHTZ,0,0,0,0,0,0,0,0,0.5,14.6,0,0,0,0,0,15.3,0.5,14.6,0,0,0,0,0,15.3
749,Lucid,Calibration,10/08/2022 09:01,config1,LHTZ,2.4,5.8,10.3,15.9,19.6,22.5,24.1,24.9,0,0,0,0,0,0,0,0,2.4,5.8,10.3,15.9,19.6,22.5,24.1,24.9
750,Lucid,Calibration,10/08/2022 09:01,config1,LHTZ,0,0,0,0,0,0,0,0,1.8,6.2,14.4,19.2,21.6,22.7,23.8,24.1,1.8,6.2,14.4,19.2,21.6,22.7,23.8,24.1
751,Lucid,Calibration,10/08/2022 09:01,config1,RHTZ,7.3,8.6,11.8,14.8,17.8,18.7,16.4,19.7,0,0,0,0,0,0,0,0,7.3,8.6,11.8,14.8,17.8,18.7,16.4,19.7
752,Lucid,Calibration,10/08/2022 15:37,config1,LHTZ,5.2,8.8,11.3,13,15.6,19.2,0,19.3,0,0,0,0,0,0,0,0,5.2,8.8,11.3,13,15.6,19.2,0,19.3
753,Lucid,Calibration,10/08/2022 15:37,config1,LHTZ,0,0,0,0,0,0,0,0,2.5,7.2,18.1,20.5,20.3,21.4,0,21.4,2.5,7.2,18.1,20.5,20.3,21.4,0,21.4
754,Lucid,Calibration,10/08/2022 15:37,config1,RHTZ,8.7,7.5,16.4,18.3,21.9,25.7,24.7,26.5,0,0,0,0,0,0,0,0,8.7,7.5,16.4,18.3,21.9,25.7,24.7,26.5
755,Lucid,Calibration,15/08/2022 09:25,config1,LHTZ,2.7,6.4,9,8.5,14.9,18.4,20.5,22,19.1,0,0,0,0,0,0,20.9,21.8,6.4,9,8.5,14.9,18.4,20.5,42.9
756,Lucid,Calibration,15/08/2022 09:25,config1,LHTZ,13.2,15.2,15.1,14.4,15.4,14.5,15.2,28.7,2.4,7.1,7.5,2,4.2,8,11.3,23.5,15.6,22.3,22.6,16.4,19.6,22.5,26.5,52.2
757,Lucid,Calibration,15/08/2022 09:25,config1,RHTZ,0.1,2.9,7.5,12.8,0,0,0,16.4,14.5,15.9,14.5,15.5,14.9,14.4,18.7,35.8,14.6,18.8,22,28.3,14.9,14.4,18.7,52.2
758,Lucid,Calibration,15/08/2022 10:52,config1,LHTZ,1,1.9,1.5,1.4,1.5,1.4,1.5,28.3,14.7,0,0,0,0,0,0,16.4,15.7,1.9,1.5,1.4,1.5,1.4,1.5,44.7
759,Lucid,Calibration,15/08/2022 10:52,config1,LHTZ,15,16.2,15.8,16.1,16,15.5,16.4,26.7,1.4,2.1,1.6,1.8,1.8,1.6,2.3,25.5,16.4,18.3,17.4,17.9,17.8,17.1,18.7,52.2
760,Lucid,Calibration,15/08/2022 10:52,config1,RHTZ,1.3,0,0,0,0,0,0,2.1,15.1,15.8,15.4,15.3,15.6,15.6,16.1,26,16.4,15.8,15.4,15.3,15.6,15.6,16.1,28.1
761,Lucid,Calibration,15/08/2022 15:44,config1,LHTZ,3.4,6.6,8.2,17.1,19.1,0.8,1,21.8,12.5,0,0,0,0,0,0,14.1,15.9,6.6,8.2,17.1,19.1,0.8,1,35.9
762,Lucid,Calibration,15/08/2022 15:44,config1,LHTZ,13.3,15,13.5,0,0,0,0,15.7,2.4,6.9,9,15.1,19.2,19.3,0,19.4,15.7,21.9,22.5,15.1,19.2,19.3,0,35.1
763,Lucid,Calibration,15/08/2022 15:44,config1,RHTZ,0,0,0,0,0,0,0,0,13.9,14.7,14.1,14.4,0,0,0,33.5,13.9,14.7,14.1,14.4,0,0,0,33.5
764,Lucid,Calibration,13/06/2022 09:04,Calibration ,LHTZ,0.6,9.6,17.1,18.4,0,0,0,18.6,11,0,0,0,0,0,0,15.6,11.6,9.6,17.1,18.4,0,0,0,34.2
765,Lucid,Calibration,13/06/2022 09:04,Calibration ,LHTZ,1.3,0,0,0,0,0,0,15.8,2.2,7.3,14.3,16.7,0,0,0,17,3.5,7.3,14.3,16.7,0,0,0,32.8
766,Lucid,Calibration,13/06/2022 09:04,Calibration ,RHTZ,2,6.6,18,13.7,13.9,13.8,9.7,20.3,0,0,0,0,0,0,0,0,2,6.6,18,13.7,13.9,13.8,9.7,20.3
767,Lucid,James Lever,26/08/2022 15:07,Baseline JL,LHTZ,8.8,11.8,26.2,29.5,29.4,26.7,21.6,31,4.7,9.2,21.1,26.2,20,20.3,16.8,28.2,13.5,21,47.3,55.7,49.4,47,38.4,59.2
768,Lucid,James Lever,26/08/2022 15:07,Baseline JL,RHTZ,9.6,9.4,24.4,34,26.9,26.9,25.4,34,5.5,9.5,18.8,34.9,40.6,42.5,39.8,42.5,15.1,18.9,43.2,68.9,67.5,69.4,65.2,76.5
769,Lucid,James Lever,26/08/2022 15:07,Baseline JL,LHTZ,2.7,9.2,21.7,28,25.7,28.8,32.9,34.4,2.4,8,6.8,7.2,6.8,6.9,6.6,27.6,5.1,17.2,28.5,35.2,32.5,35.7,39.5,62
770,Lucid,James Lever,26/08/2022 15:07,Baseline JL,RHTZ,7.9,21.3,38.7,39.2,38,38.7,37.7,48.9,4.4,8.3,31.7,39.3,37.3,38.7,39.9,40.3,12.3,29.6,70.4,78.5,75.3,77.4,77.6,89.2
771,Lucid,Kevin Parkes,14/06/2022 09:05,My protocol (monitor),LHTZ,5.2,11.3,21.3,29.8,35.3,0,0,38,0,0,0,0,0,0,0,0,5.2,11.3,21.3,29.8,35.3,0,0,38
772,Lucid,Kevin Parkes,14/06/2022 09:05,My protocol (monitor),RHTZ,0,0,0,0,0,0,0,0,5.9,11.7,19,27,32.4,35.9,0,36.7,5.9,11.7,19,27,32.4,35.9,0,36.7
773,Lucid,Kevin Parkes,14/06/2022 09:05,My protocol (monitor),LHTZ,1.1,5.2,11.8,23.1,34.9,0,0,37.5,0,0,0,0,0,0,0,0,1.1,5.2,11.8,23.1,34.9,0,0,37.5
774,Lucid,Kevin Parkes,14/06/2022 09:05,My protocol (monitor),RHTZ,0,0,0,0,0,0,0,0,6.7,12.8,20.2,27.2,32.9,0,0,33.9,6.7,12.8,20.2,27.2,32.9,0,0,33.9
775,Lucid,Kevin Parkes,16/06/2022 12:35,easy,LHTZ,1.8,7.5,12.4,15.1,0,0,0,16.3,3.8,9.5,14.4,17.1,0,0,0,18.3,5.6,17,26.8,32.2,0,0,0,34.6
776,Lucid,Kevin Parkes,16/06/2022 12:35,easy,LHTZ,2,8,13.3,16.1,0,0,0,16.3,4,10,15.3,18.1,0,0,0,18.3,6,18,28.6,34.2,0,0,0,34.6
777,Lucid,Kevin Parkes,16/06/2022 12:35,easy,LHTZ,1,6.2,11.5,15.4,17.2,18,0,18.6,3,8.2,13.5,17.4,19.2,20,0,20.6,4,14.4,25,32.8,36.4,38,0,39.2
778,Lucid,Kevin Parkes,16/06/2022 12:35,easy,RHTZ,4,9.7,15.1,17.4,17.8,19.7,20.4,20.4,3,8.7,14.1,16.4,16.8,18.7,19.4,19.4,7,18.4,29.2,33.8,34.6,38.4,39.8,39.8
779,Lucid,ND,18/05/2022 10:20,Easy,LHTZ,21.2,25.9,50.3,72.9,87.3,51.2,48.2,88.2,6.3,7.5,7.4,6.6,4.5,7.2,8.5,69.3,27.5,33.4,57.7,79.5,91.8,58.4,56.7,157.5
780,Lucid,ND,18/05/2022 10:20,Easy,LHTZ,17.2,23.7,37.1,55.9,72.3,82.8,0,83.7,8.7,8.2,8.7,9.4,12.7,44.3,66.6,80.8,25.9,31.9,45.8,65.3,85,127.1,66.6,164.5
781,Lucid,ND,18/05/2022 10:20,Easy,RHTZ,6.6,15.4,39.4,43.5,54.6,0,0,62.4,9.3,22.3,50.8,70.5,69,57.3,61.2,71.2,15.9,37.7,90.2,114,123.6,57.3,61.2,133.6
782,Lucid,ND,18/05/2022 10:20,Easy,RHTZ,5.8,4.8,4.3,9.8,7.6,5.6,7.3,49.6,8.7,16.7,29.5,48.2,65.8,68.5,0,68.5,14.5,21.5,33.8,58,73.4,74.1,7.3,118.1
783,Lucid,ND,18/05/2022 10:20,Easy,RHTZ,9.1,25.3,42.8,55.7,63.7,66.7,62.6,72.5,9.3,19.6,28,48.9,67,60.2,64.6,68.8,18.4,44.9,70.8,104.6,130.7,126.9,127.2,141.3
784,Lucid,ND,27/05/2022 14:07,Easy,LHTZ,21.6,26.1,41.3,58.7,69.5,38.7,44.3,76.1,8.6,9,8.3,9.1,61.4,8.8,8.9,68.8,30.2,35.1,49.6,67.8,130.9,47.5,53.2,144.9
785,Lucid,ND,27/05/2022 14:07,Easy,LHTZ,21.3,7.5,7.4,7,72.6,7.1,7.2,78.7,8.8,8.2,8.3,8.3,8.4,8.4,82.6,84,30.1,15.7,15.7,15.3,81,15.5,89.8,162.7
786,Lucid,ND,27/05/2022 14:07,Easy,LHTZ,22.4,26.6,38.5,57.9,75.9,84.4,85.8,87.5,8.7,8.9,9.5,8.1,9.6,9.2,8.9,80.5,31.1,35.5,48,66,85.5,93.6,94.7,168
787,Lucid,ND,27/05/2022 14:07,Easy,LHTZ,23.1,27.2,41.8,60.5,74.9,76,78.5,80.2,3,7.4,36.1,70.3,67.5,75.8,78.8,80.6,26.1,34.6,77.9,130.8,142.4,151.8,157.3,160.8
788,Lucid,ND,27/05/2022 14:07,Easy,LHTZ,23.5,30.7,36.6,50.3,66.2,75.5,78.5,81.3,9.3,19.6,28.1,53.5,64.3,73.3,77.5,79.4,32.8,50.3,64.7,103.8,130.5,148.8,156,160.7
789,Lucid,ND,27/05/2022 14:07,Easy,LHTZ,25.2,33.5,42.4,55.3,69.8,73.7,75.8,77,8.4,9.2,27,50.4,45.2,61.6,68.2,70.4,33.6,42.7,69.4,105.7,115,135.3,144,147.4
790,Lucid,ND,07/06/2022 10:23,Easy,LHTZ,15,18.4,22.9,28.1,32.4,35.8,39,80.4,11,14.5,18.7,23.5,27.4,28.7,30.3,63.1,26,32.9,41.6,51.6,59.8,64.5,69.3,143.5
791,Lucid,ND,07/06/2022 10:23,Easy,LHTZ,1.1,13.1,12.7,12.6,12.9,13.1,12.9,86.2,10.9,17.3,26.1,36.1,42.5,45.1,45.8,65,12,30.4,38.8,48.7,55.4,58.2,58.7,151.2
792,Lucid,ND,07/06/2022 10:23,Easy,LHTZ,19.3,22.8,28.2,33,38.1,43.5,50,91.9,7.4,11.4,13.1,15.8,20.1,25.5,31.9,64.6,26.7,34.2,41.3,48.8,58.2,69,81.9,156.5
793,Lucid,ND,07/06/2022 10:23,Easy,LHTZ,11.9,15.3,17.2,20.1,23.8,28,31.3,65.5,7.5,10.4,14.6,20,24.9,29.9,33.9,57.6,19.4,25.7,31.8,40.1,48.7,57.9,65.2,123.1
794,Lucid,ND,07/06/2022 10:23,Easy,LHTZ,15.1,18.4,22.2,25.4,29.6,35.4,41.3,75.8,8.8,13.5,16.5,21.8,29.1,34.5,38,56.4,23.9,31.9,38.7,47.2,58.7,69.9,79.3,132.2
795,Lucid,ND,07/06/2022 10:23,Easy,LHTZ,20.1,23,27.2,30.2,32.7,34.8,38.2,71,12.8,16.6,18.3,20.4,23.3,26.4,29.4,54.2,32.9,39.6,45.5,50.6,56,61.2,67.6,125.2
796,Lucid,ND,07/06/2022 10:23,Easy,LHTZ,19.6,23.1,28.4,33.7,37.6,41.4,46.2,83,6.8,9.9,10.5,11.6,14.1,16.1,19,58.4,26.4,33,38.9,45.3,51.7,57.5,65.2,141.4
797,Lucid,ND,07/06/2022 10:23,Easy,LHTZ,19.6,25.2,28.6,32.2,36.1,38.7,46.6,93.9,11.3,15.3,18.4,22.3,27.4,33,39.6,72.5,30.9,40.5,47,54.5,63.5,71.7,86.2,166.4
798,Lucid,ND,07/06/2022 10:23,Easy,LHTZ,23.5,27.1,32.6,39.9,47.9,56.6,66,92.7,9.7,13,15.3,19,24.7,32.8,40.8,72.8,33.2,40.1,47.9,58.9,72.6,89.4,106.8,165.5
799,Lucid,ND,07/06/2022 10:23,Easy,LHTZ,22.6,26.1,30.6,36.4,42.9,47.9,47.5,79.1,14.6,18.4,23.7,25.5,32,43.7,50.1,82.9,37.2,44.5,54.3,61.9,74.9,91.6,97.6,162
800,Lucid,ND,07/06/2022 10:23,Easy,LHTZ,18.6,22.1,27.1,31.9,37.1,42.5,47.8,73.6,9.8,13.1,15.6,19,22,26.8,32.6,61.8,28.4,35.2,42.7,50.9,59.1,69.3,80.4,135.4
801,Lucid,ND,07/06/2022 10:23,Easy,LHTZ,13.8,17.8,19.6,22.7,26.8,31,34.9,46.2,10.3,14.3,18.2,22.9,27.1,29.7,32.5,39.5,24.1,32.1,37.8,45.6,53.9,60.7,67.4,85.7
802,Lucid,ND,07/06/2022 11:04,Easy,LHTZ,14.9,21.8,24.2,34.2,41.4,49.9,57.6,74.8,10.1,18.9,27.1,29.8,41.6,48.1,54.5,87.2,25,40.7,51.3,64,83,98,112.1,162
803,Lucid,ND,07/06/2022 11:04,Easy,LHTZ,20.3,24.6,32.5,42.6,49.4,55.7,62.4,72.2,8.9,14.4,20.3,28.6,36.7,44.3,50.9,81.3,29.2,39,52.8,71.2,86.1,100,113.3,153.5
804,Lucid,ND,07/06/2022 11:04,Easy,LHTZ,36.3,42.2,41.5,37.7,41.8,45.8,52,87.3,8.2,10.7,10.4,10.5,10.1,10.3,8.9,67.4,44.5,52.9,51.9,48.2,51.9,56.1,60.9,154.7
805,Lucid,ND,07/06/2022 11:04,Easy,LHTZ,11.2,17.9,17.3,16.9,16.7,16.2,15.9,83.9,5.8,10,10,10,9.8,9.8,9.8,65.1,17,27.9,27.3,26.9,26.5,26,25.7,149
